bookkeeping	category	child_dialect_count	child_family_count	child_language_count	description	family_pk	father_pk	hid	id	jsondata	latitude	level	longitude	macroareas	markup_description	name	newick	pk
FALSE	Spoken L1 Language	0	0	0				bzu	burm1264	"{""links"": [{""url"": ""http://endangeredlanguages.com/lang/4027"", ""label"": ""Burmeso""}, {""url"": ""https://www.wikidata.org/entity/Q56746"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Burmeso_language"", ""label"": null}], ""meds"": [[""161740"", ""grammar_sketch"", 2001, 19, ""Mark Donohue 2001""], [""555625"", ""wordlist_or_less"", 1911, 7, ""Franssen Herderschee, A. 1911""]], ""ethnologue_comment"": null, ""iso_retirement"": null}"	-2.47582	language	138.203	Papunesia		Burmeso	'Burmeso [burm1264][bzu]-l-':1	158
FALSE	Spoken L1 Language	3	0	0				bsk	buru1296	"{""links"": [{""url"": ""http://crubadan.org/languages/bsk-Latn"", ""label"": null}, {""url"": ""http://crubadan.org/languages/bsk-Latn-x-hunza"", ""label"": null}, {""url"": ""http://endangeredlanguages.com/lang/1614"", ""label"": ""Burushaski""}, {""url"": ""https://en.wikipedia.org/wiki/Burushaski"", ""label"": null}, {""url"": ""https://phoible.org/languages/buru1296"", ""label"": null}, {""url"": ""https://wals.info/languoid/lect/wals_code_bur"", ""label"": ""Burushaski""}, {""url"": ""https://www.wikidata.org/entity/Q216286"", ""label"": null}], ""meds"": [[""76510"", ""long_grammar"", 1935, 477, ""D. L. R. Lorimer 1935""], [""147474"", ""grammar_sketch"", 1889, 261, ""Gottlieb William von Leitner 1889""], [""318199"", ""phonology_or_text"", 1880, 11, ""John Biddulph 1880""]], ""ethnologue_comment"": null, ""iso_retirement"": null}"	36.2161	language	74.8236	Eurasia		Burushaski	"('Hunza [hunz1248]':1,'Nagar [naga1398]':1,'Yasin [yasi1237]':1)'Burushaski [buru1296][bsk]-l-':1"	299
FALSE	Spoken L1 Language	0	0	0				kbh	cams1241	"{""links"": [{""url"": ""http://crubadan.org/languages/kbh"", ""label"": null}, {""url"": ""http://endangeredlanguages.com/lang/1516"", ""label"": ""Cams\u00e1""}, {""url"": ""https://en.wikipedia.org/wiki/Cams%C3%A1_language"", ""label"": null}, {""url"": ""https://phoible.org/languages/cams1241"", ""label"": null}, {""url"": ""https://wals.info/languoid/lect/wals_code_cam"", ""label"": ""Cams\u00e1""}, {""url"": ""https://www.wikidata.org/entity/Q2842667"", ""label"": null}], ""meds"": [[""575601"", ""grammar"", 2018, 278, ""O'Brien, Colleen Alena 2018""], [""19797"", ""grammar"", 1979, 9, ""na 1979""], [""158929"", ""grammar"", 1977, 0, ""Woods, Frances M. and Longacre, Robert E. 1977""], [""137493"", ""grammar"", 1976, 0, ""Longacre, Robert E. and Woods, Frances 1976""], [""103293"", ""grammar_sketch"", 1966, 0, ""Bristol, Melvin 1966""], [""96247"", ""wordlist_or_less"", 1962, 31, ""Juajibioy Chindoy, Alberto 1962""], [""28208"", ""wordlist_or_less"", 1905, 19, ""Joaquin Rocha 1905""], [""47515"", ""wordlist_or_less"", 1891, 2, ""Adolf Ernst 1891""]], ""ethnologue_comment"": null, ""iso_retirement"": null}"	1.14537	language	-76.8931	South America		CamsÃ¡	'CamsÃ¡ [cams1241][kbh]-l-':1	192
FALSE	Spoken L1 Language	3	0	0				cbu	cand1248	"{""links"": [{""url"": ""http://crubadan.org/languages/cbu"", ""label"": null}, {""url"": ""http://endangeredlanguages.com/lang/1958"", ""label"": ""Candoshi""}, {""url"": ""https://en.wikipedia.org/wiki/Candoshi-Shapra_language"", ""label"": null}, {""url"": ""https://phoible.org/languages/cand1248"", ""label"": null}, {""url"": ""https://wals.info/languoid/lect/wals_code_can"", ""label"": ""Candoshi""}, {""url"": ""https://www.wikidata.org/entity/Q642843"", ""label"": null}], ""meds"": [[""29857"", ""grammar_sketch"", 1963, 36, ""Anderson, Loretta and Wise, Mary Ruth 1963""], [""142080"", ""phonology_or_text"", 1957, 12, ""Cox, Doris 1957""], [""309231"", ""wordlist_or_less"", 1928, 54, ""Le\u00f3n, Agust\u00edn M. 1928, 1929""], [""29841"", ""wordlist_or_less"", 1897, 1, ""An\u00f3nimo 1897""]], ""ethnologue_comment"": null, ""iso_retirement"": null}"	-4.23835	language	-76.9347	South America		Candoshi-Shapra	"('Chapara [chap1270]':1,'Chirino [chir1297]':1,'Kandoashi [kand1305]':1)'Candoshi-Shapra [cand1248][cbu]-l-':1"	287
FALSE	Spoken L1 Language	0	0	0				caz	cani1243	"{""links"": [{""url"": ""http://endangeredlanguages.com/lang/2913"", ""label"": ""Canichana""}, {""url"": ""https://www.wikidata.org/entity/Q2936374"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Canichana_language"", ""label"": null}], ""meds"": [[""313528"", ""grammar_sketch"", 2012, 35, ""Mily Crevels 2012""], [""72299"", ""wordlist_or_less"", 1913, 24, ""de Cr\u00e9qui-Montfort, Georges and Paul Rivet 1913""], [""104642"", ""wordlist_or_less"", 1794, 16, ""Palau, Mercedes and Blanca Saiz 1989 [1794]""], [""32517"", ""wordlist_or_less"", 1781, 13, ""Stanislas Arlet 1781""]], ""ethnologue_comment"": null, ""iso_retirement"": null}"	-14.3058	language	-64.944455	South America		Canichana	'Canichana [cani1243][caz]-l-':1	2
FALSE	Spoken L1 Language	0	0	0				cyb	cayu1262	"{""links"": [{""url"": ""http://endangeredlanguages.com/lang/2176"", ""label"": ""Cayuvava""}, {""url"": ""https://www.wikidata.org/entity/Q3183382"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Cayuvava_language"", ""label"": null}, {""url"": ""https://phoible.org/languages/cayu1262"", ""label"": null}, {""url"": ""https://wals.info/languoid/lect/wals_code_cyv"", ""label"": ""Cayuvava""}], ""meds"": [[""49780"", ""grammar_sketch"", 1963, 96, ""Key, Harold 1963""], [""104080"", ""grammar_sketch"", 1920, 21, ""G. de Crequi-Montfort and Paul Rivet 1920""], [""130791"", ""wordlist_or_less"", 1881, 82, ""da Fonseca, Jo\u00e3o Severiano 1881""], [""104642"", ""wordlist_or_less"", 1794, 16, ""Palau, Mercedes and Blanca Saiz 1989 [1794]""], [""113070"", ""wordlist_or_less"", 1787, 4, ""Lorenzo Hervas 1787""]], ""ethnologue_comment"": null, ""iso_retirement"": null}"	-13.2482	language	-65.4822	South America		Cayubaba	'Cayubaba [cayu1262][cyb]-l-':1	236
FALSE	Spoken L1 Language	0	0	0				xcy	cayu1241	"{""links"": [{""url"": ""https://www.wikidata.org/entity/Q2472016"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Cayuse_language"", ""label"": null}], ""meds"": [[""86219"", ""wordlist_or_less"", 1969, 27, ""Bruce Rigsby 1969""]], ""ethnologue_comment"": {""isohid"": ""xcy"", ""comment_type"": ""missing"", ""ethnologue_versions"": [""E16"", ""E17"", ""E18"", ""E19"", ""E20"", ""E21"", ""E22"", ""E23""], ""comment"": ""Cayuse, an extinct North American isolate, is missing from E16/E17/E18/E19/E20/E21/E22/E23 (**hh:hvw:Rigsby:Waiilatpuan**, **hh:e:Stern:Cayuse**).""}, ""iso_retirement"": null}"	46.1136	language	-117.94	North America		Cayuse	'Cayuse [cayu1241][xcy]-l-':1	153
FALSE	Spoken L1 Language	0	0	0				cid	chim1301	"{""links"": [{""url"": ""https://www.wikidata.org/entity/Q1294251"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Chimariko_language"", ""label"": null}, {""url"": ""https://phoible.org/languages/chim1301"", ""label"": null}, {""url"": ""https://wals.info/languoid/lect/wals_code_chi"", ""label"": ""Chimariko""}], ""meds"": [[""26283"", ""long_grammar"", 2007, 474, ""Jany, Carmen 2007""], [""80116"", ""grammar"", 1910, 88, ""Roland B. Dixon 1910""], [""38887"", ""wordlist_or_less"", 1877, 1, ""J. W. Powell 1877""]], ""ethnologue_comment"": null, ""iso_retirement"": null}"	41	language	-123	North America		Chimariko	'Chimariko [chim1301][cid]-l-':1	57
FALSE	Spoken L1 Language	0	0	0				ctm	chit1248	"{""links"": [{""url"": ""http://endangeredlanguages.com/lang/510"", ""label"": ""Chitimacha""}, {""url"": ""https://www.wikidata.org/entity/Q1294227"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Chitimacha_language"", ""label"": null}, {""url"": ""https://wals.info/languoid/lect/wals_code_ctm"", ""label"": ""Chitimacha""}], ""meds"": [[""33125"", ""grammar_sketch"", 2004, 113, ""Granberry, Julian 2004""], [""155203"", ""grammar_sketch"", 1946, 25, ""Morris Swadesh 1946""], [""125969"", ""phonology_or_text"", 1934, 18, ""Morris Swadesh 1934""], [""27878"", ""wordlist_or_less"", 1836, 5, ""Albert Gallatin 1836""]], ""ethnologue_comment"": null, ""iso_retirement"": null}"	30.3386	language	-90.9123	North America		Chitimacha	'Chitimacha [chit1248][ctm]-l-':1	171
FALSE	Spoken L1 Language	0	0	0				NOCODE_Chono	chon1248	"{""links"": [{""url"": ""https://www.wikidata.org/entity/Q3507948"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Kakauhua_language"", ""label"": null}], ""meds"": [[""50346"", ""wordlist_or_less"", 1975, 10, ""Bausani, Alessandro 1975""], [""132628"", ""wordlist_or_less"", 1939, 10, ""Benigno Ferrario 1939""], [""160894"", ""wordlist_or_less"", 1917, 9, ""Cooper, John Montgommery 1917""]], ""ethnologue_comment"": {""isohid"": ""NOCODE_Chono"", ""comment_type"": ""missing"", ""ethnologue_versions"": [""E16"", ""E17"", ""E18"", ""E19"", ""E20"", ""E21"", ""E22"", ""E23""], ""comment"": ""Chono, an extinct isolate language of Southern Chile, is missing from E16/E17/E18/E19/E20/E21/E22/E23 (**hh:hv:ViegasBarros:Patagonia**, **hh:w:Bausani:Chono**) unless it is the language (unsuccessfully) intended by the Kakauhua [kbf]-entry. See also: Kakauhua [kbf].""}, ""iso_retirement"": null}"	-44.298692	language	-73.879395	South America		Chono	'Chono [chon1248]-l-':1	266
FALSE	Spoken L1 Language	0	0	0				xcw	coah1252	"{""links"": [{""url"": ""https://www.wikidata.org/entity/Q2008062"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Coahuilteco_language"", ""label"": null}, {""url"": ""https://wals.info/languoid/lect/wals_code_coa"", ""label"": ""Coahuilteco""}], ""meds"": [[""571617"", ""grammar"", 1760, 0, ""Garcia, B. 1760""], [""314434"", ""phonology_or_text"", 1732, 91, ""Gabriel de Vergara 1965 [1732]""]], ""ethnologue_comment"": {""isohid"": ""xcw"", ""comment_type"": ""missing"", ""ethnologue_versions"": [""E16"", ""E17"", ""E18"", ""E19"", ""E20"", ""E21"", ""E22"", ""E23""], ""comment"": ""Coahuilteco, an extinct language isolate, is missing from E16/E17/E18/E19/E20/E21/E22/E23 (**hh:s:Troike:Coahuilteco**, **hh:hv:Campbell:Coahuiltecan**, **hh:t:deVergara:Pajalates**).""}, ""iso_retirement"": null}"	28.2589	language	-97.89	North America		Coahuilteco	'Coahuilteco [coah1252][xcw]-l-':1	197
FALSE	Spoken L1 Language	2	0	0				con	cofa1242	"{""links"": [{""url"": ""http://crubadan.org/languages/con"", ""label"": null}, {""url"": ""http://endangeredlanguages.com/lang/1043"", ""label"": ""Cof\u00e1n""}, {""url"": ""https://en.wikipedia.org/wiki/Cof%C3%A1n_language"", ""label"": null}, {""url"": ""https://phoible.org/languages/cofa1242"", ""label"": null}, {""url"": ""https://wals.info/languoid/lect/wals_code_cof"", ""label"": ""Cof\u00e1n""}, {""url"": ""https://www.wikidata.org/entity/Q2669254"", ""label"": null}], ""meds"": [[""48474"", ""grammar_sketch"", 1995, 260, ""Tobar Guti\u00e9rrez, Mar\u00eda Elena 1995""], [""118714"", ""grammar_sketch"", 1977, 50, ""Borman, M. B. 1977""], [""44190"", ""phonology_or_text"", 1976, 122, ""Borman, M. B. 1976""], [""103171"", ""phonology_or_text"", 1962, 15, ""Borman, M. B. 1962""], [""27043"", ""wordlist_or_less"", 1954, 307, ""Ortiz, Sergio El\u00edas 1954""], [""145957"", ""wordlist_or_less"", 1938, 15, ""Marcelino de Castellv\u00ed 1938""], [""112348"", ""wordlist_or_less"", 1927, 3, ""Barcelona, P. Valenti de 1927""]], ""ethnologue_comment"": null, ""iso_retirement"": null}"	0.276675	language	-77.0643	South America		CofÃ¡n	"('Aguarico [agua1254]':1,'Santa Rosa [sant1434]':1)'CofÃ¡n [cofa1242][con]-l-':1"	230
FALSE	Spoken L1 Language	3	0	0				xcm	come1251	"{""links"": [{""url"": ""https://www.wikidata.org/entity/Q609808"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Comecrudo_language"", ""label"": null}, {""url"": ""https://wals.info/languoid/lect/wals_code_cmc"", ""label"": ""Comecrudo""}], ""meds"": [[""146181"", ""wordlist_or_less"", 1940, 64, ""John R. Swanton 1940""], [""150262"", ""wordlist_or_less"", 1915, 2, ""John R. Swanton 1915""], [""134163"", ""wordlist_or_less"", 1861, 2, ""Uhde, Adolph 1861""], [""124058"", ""wordlist_or_less"", 1828, 0, ""Berlandier, Jean Louis and Rafael Chowell 1828-1829""]], ""ethnologue_comment"": {""isohid"": ""xcm"", ""comment_type"": ""missing"", ""ethnologue_versions"": [""E16"", ""E17"", ""E18"", ""E19"", ""E20"", ""E21"", ""E22"", ""E23""], ""comment"": ""Comecrudo, an extinct poorly attested presumed language isolate, is missing from E16/E17/E18/E19/E20/E21/E22/E23 (**hh:w:BerlandierChowell:STexas**, **hh:w:Uhde:Comecrudo**, **hh:w:Swanton:Comecrudo**, **hh:hvw:Swanton:NEMexico**).""}, ""iso_retirement"": null}"	26.1333	language	-98.4667	North America		Comecrudan	"('Comecrudo [come1253]':1,'Garza [garz1234][xgr]':1,'Mamulique [mamu1257]':1)'Comecrudan [come1251][xcm]-l-':1"	60
FALSE	Spoken L1 Language	0	0	0				xcn	coto1248	"{""links"": [{""url"": ""https://www.wikidata.org/entity/Q56889"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Cotoname_language"", ""label"": null}], ""meds"": [[""160924"", ""wordlist_or_less"", 1940, 4, ""John R. Swanton 1940""], [""150262"", ""wordlist_or_less"", 1915, 2, ""John R. Swanton 1915""], [""124058"", ""wordlist_or_less"", 1828, 0, ""Berlandier, Jean Louis and Rafael Chowell 1828-1829""]], ""ethnologue_comment"": {""isohid"": ""xcn"", ""comment_type"": ""missing"", ""ethnologue_versions"": [""E16"", ""E17"", ""E18"", ""E19"", ""E20"", ""E21"", ""E22"", ""E23""], ""comment"": ""Cotoname, an extinct poorly attested presumed language isolate, is missing from E16/E17/E18/E19/E20/E21/E22/E23 (**hh:w:BerlandierChowell:STexas**, **hh:w:Swanton:Cotoname**, **hh:hvw:Swanton:NEMexico**).""}, ""iso_retirement"": null}"	25.9116	language	-97.3956	North America		Cotoname	'Cotoname [coto1248][xcn]-l-':1	293
FALSE	Spoken L1 Language	0	0	0				cuy	cuit1236	"{""links"": [{""url"": ""https://www.wikidata.org/entity/Q2030998"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Cuitlatec_language"", ""label"": null}, {""url"": ""https://wals.info/languoid/lect/wals_code_cut"", ""label"": ""Cuitlatec""}], ""meds"": [[""37983"", ""grammar_sketch"", 1962, 58, ""Roberto Escalante 1962""], [""16722"", ""phonology_or_text"", 1941, 16, ""McQuown, Norman A. 1941""], [""22907"", ""wordlist_or_less"", 1939, 34, ""Hendrichs P\u00e9rez, Pedro R. 1939""], [""309006"", ""wordlist_or_less"", 1903, 4, ""Nicol\u00e1s Le\u00f3n 1903""]], ""ethnologue_comment"": null, ""iso_retirement"": null}"	18.1	language	-100.5	North America		Cuitlatec	'Cuitlatec [cuit1236][cuy]-l-':1	206
FALSE	Spoken L1 Language	0	0	0				NOCODE_Culli	cull1235	"{""links"": [{""url"": ""https://www.wikidata.org/entity/Q2879660"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Culle_language"", ""label"": null}], ""meds"": [[""569980"", ""wordlist_or_less"", 1995, 94, ""Andrade Ciudad, Luis 1995""], [""97662"", ""wordlist_or_less"", 1988, 21, ""Willem F. H. Adelaar 1988""], [""24441"", ""wordlist_or_less"", 1949, 17, ""Rivet, Paul 1949""], [""121336"", ""wordlist_or_less"", 1948, 2, ""Zevallos Qui\u00f1ones, Jorge 1948""], [""78595"", ""wordlist_or_less"", 1920, 0, ""Mart\u00ednez Compa\u00f1\u00f3n, Baltazar Jaime 1920-1921""]], ""ethnologue_comment"": {""isohid"": ""NOCODE_Culli"", ""comment_type"": ""missing"", ""ethnologue_versions"": [""E16"", ""E17"", ""E18"", ""E19"", ""E20"", ""E21"", ""E22"", ""E23""], ""comment"": ""Culli, a poorly attested likely extinct language isolate of Peru, is missing from E16/E17/E18/E19/E20/E21/E22/E23 (**hh:w:Zevallos:Costa**, **hh:hv:Torero:Costa-NPeruana**, **hh:hv:Torero:Costa-NPeruana**, **hh:ld:Torero:Toponimicas**, **hh:w:Adelaar:Culli**, **hh:hvw:Rivet:Trujillo**).""}, ""iso_retirement"": null}"	-7.878618	language	-78.116456	South America		Culli	'Culli [cull1235]-l-':1	278
FALSE	Spoken L1 Language	4	0	0				uhn	dama1272	"{""links"": [{""url"": ""http://endangeredlanguages.com/lang/201"", ""label"": ""Damal""}, {""url"": ""https://www.wikidata.org/entity/Q4748974"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Amung_language"", ""label"": null}], ""meds"": [[""578111"", ""phonology_or_text"", 2014, 75, ""Uamang, Wenas 2014""], [""551605"", ""phonology_or_text"", 2004, 0, ""Theodorus T. Purba 2004""], [""551604"", ""phonology_or_text"", 2002, 0, ""Theodorus T. Purba 2002""], [""30542"", ""phonology_or_text"", 1988, 1099, ""Damal people and CMA 1988""], [""117937"", ""wordlist_or_less"", 1937, 58, ""A. H. Colijn 1937""], [""557565"", ""wordlist_or_less"", 1911, 3, ""J. Th. Stroeve 1911""]], ""ethnologue_comment"": null, ""iso_retirement"": null}"	-4.17345	language	137.496	Papunesia		Damal	"('Amongme [amon1239]':1,'Amung [amun1245]':1,'Enggipilu [engg1246]':1,'Nuclear Damal [nucl1638]':1)'Damal [dama1272][uhn]-l-':1"	254
FALSE	Spoken L1 Language	0	0	0				dem	demm1245	"{""links"": [{""url"": ""http://endangeredlanguages.com/lang/4070"", ""label"": ""Dem""}, {""url"": ""https://www.wikidata.org/entity/Q5254989"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Dem_language"", ""label"": null}], ""meds"": [[""118275"", ""wordlist_or_less"", 1950, 15, ""Le Roux, C. C. F. M. 1950""], [""62887"", ""wordlist_or_less"", 1941, 8, ""de Bruijn, J. V. 1941""]], ""ethnologue_comment"": null, ""iso_retirement"": null}"	-3.72183	language	137.632	Papunesia		Dem	'Dem [demm1245][dem]-l-':1	420
FALSE	Spoken L1 Language	0	0	0				dby	dibi1240	"{""links"": [{""url"": ""http://endangeredlanguages.com/lang/10735"", ""label"": ""Dibiyaso""}, {""url"": ""https://www.wikidata.org/entity/Q5272268"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Dibiyaso_language"", ""label"": null}], ""meds"": [[""112728"", ""wordlist_or_less"", 1976, 3, ""Ger P. Reesink 1976""], [""142333"", ""wordlist_or_less"", 1975, 1, ""John Z'graggen 1975""], [""53251"", ""wordlist_or_less"", 1924, 1, ""Alex C. Rentoul 1924""]], ""ethnologue_comment"": null, ""iso_retirement"": null}"	-7.82096	language	142.779	Papunesia		Dibiyaso	'Dibiyaso [dibi1240][dby]-l-':1	250
FALSE	Spoken L1 Language	0	0	0				duc	duna1248	"{""links"": [{""url"": ""https://www.wikidata.org/entity/Q5314039"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Duna_language"", ""label"": null}, {""url"": ""https://wals.info/languoid/lect/wals_code_dun"", ""label"": ""Duna""}], ""meds"": [[""93110"", ""long_grammar"", 2008, 528, ""San Roque, Lila 2008""], [""80826"", ""grammar_sketch"", 1966, 24, ""Cochrane, Nancy and Dennis Cochrane 1966""], [""128519"", ""wordlist_or_less"", 1962, 2, ""Arthur Capell 1962""]], ""ethnologue_comment"": null, ""iso_retirement"": null}"	-5.41439	language	142.475	Papunesia		Duna	'Duna [duna1248][duc]-l-':1	263
FALSE	Spoken L1 Language	0	0	0				elx	elam1244	"{""links"": [{""url"": ""https://www.wikidata.org/entity/Q35470"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Elamite_language"", ""label"": null}], ""meds"": [[""118989"", ""grammar_sketch"", 1955, 130, ""Herbert H. Paper 1955""], [""547505"", ""wordlist_or_less"", 1928, 32, ""Robert Bleichsteiner 1928""]], ""ethnologue_comment"": {""isohid"": ""elx"", ""comment_type"": ""missing"", ""ethnologue_versions"": [""E16"", ""E17"", ""E18"", ""E19"", ""E20"", ""E21"", ""E22"", ""E23""], ""comment"": ""A number of ancient European and Ancient Near Eastern languages are not listed in E16/E17/E18/E19/E20/E21/E22/E23. One of them is Elamite (**hh:s:Khacikjan:Elamite**).""}, ""iso_retirement"": null}"	31.1833	language	48.2333	Eurasia		Elamite	'Elamite [elam1244][elx]-l-':1	195
FALSE	Spoken L1 Language	0	0	0				mrf	else1239	"{""links"": [{""url"": ""http://endangeredlanguages.com/lang/10679"", ""label"": ""Elseng""}, {""url"": ""https://www.wikidata.org/entity/Q3915667"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Elseng_language"", ""label"": null}, {""url"": ""https://wals.info/languoid/lect/wals_code_els"", ""label"": ""Elseng""}], ""meds"": [[""128323"", ""wordlist_or_less"", 2000, 16, ""Burung, Wiem 2000""], [""42038"", ""wordlist_or_less"", 1994, 4, ""Smits, Leo and Voorhoeve, C. L. 1994""], [""141825"", ""wordlist_or_less"", 1971, 2, ""C. L. Voorhoeve 1971""], [""61622"", ""wordlist_or_less"", 1940, 10, ""Hoogland, J. 1940""]], ""ethnologue_comment"": null, ""iso_retirement"": null}"	-3.00176	language	140.418	Papunesia		Elseng	'Elseng [else1239][mrf]-l-':1	174
FALSE	Spoken L1 Language	0	0	0				esq	esse1238	"{""links"": [{""url"": ""https://www.wikidata.org/entity/Q1294243"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Esselen_language"", ""label"": null}, {""url"": ""https://wals.info/languoid/lect/wals_code_ess"", ""label"": ""Esselen""}], ""meds"": [[""577148"", ""grammar_sketch"", 2019, 150, ""David L. Shaul 2019""], [""14313"", ""grammar_sketch"", 1995, 49, ""David L. Shaul 1995""], [""57711"", ""grammar_sketch"", 1904, 7, ""Alfred L. Kroeber 1904""], [""104416"", ""wordlist_or_less"", 1878, 17, ""R. F. Heizer 1952 [1878]""], [""27878"", ""wordlist_or_less"", 1836, 5, ""Albert Gallatin 1836""], [""313322"", ""wordlist_or_less"", 1798, 0, ""La P\u00e9rouse, Jean Fran\u00e7ois de Galaup 1798, 1797, 1798, 1798""]], ""ethnologue_comment"": null, ""iso_retirement"": null}"	36.5473	language	-121.867	North America		Esselen	'Esselen [esse1238][esq]-l-':1	416
FALSE	Spoken L1 Language	0	0	0				ett	etru1241	"{""links"": [{""url"": ""https://www.wikidata.org/entity/Q35726"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Etruscan_language"", ""label"": null}], ""meds"": [[""50907"", ""long_grammar"", 1999, 528, ""Dieter H. Steinbauer 1999""], [""63280"", ""grammar_sketch"", 1928, 250, ""Alfredo Trombetti 1928""], [""315023"", ""grammar_sketch"", 1911, 234, ""Carra de Vaux, B. 1911""], [""26219"", ""phonology_or_text"", 1870, 6, ""Marietti, Petro 1870""], [""113070"", ""wordlist_or_less"", 1787, 4, ""Lorenzo Hervas 1787""]], ""ethnologue_comment"": {""isohid"": ""ett"", ""comment_type"": ""missing"", ""ethnologue_versions"": [""E16"", ""E17"", ""E18"", ""E19"", ""E20"", ""E21"", ""E22"", ""E23""], ""comment"": ""A number of ancient European and Ancient Near Eastern languages are not listed in E16/E17/E18/E19/E20/E21/E22/E23. One of them is Etruscan (**hh:g:Wallace:Etruscan**).""}, ""iso_retirement"": null}"	41.9	language	12.4833	Eurasia		Etruscan	'Etruscan [etru1241][ett]-l-':1	108
FALSE	Spoken L1 Language	3	0	0				faa	fasu1242	"{""links"": [{""url"": ""http://crubadan.org/languages/faa"", ""label"": null}, {""url"": ""http://endangeredlanguages.com/lang/10734"", ""label"": ""Fasu""}, {""url"": ""https://en.wikipedia.org/wiki/Fasu_language"", ""label"": null}, {""url"": ""https://phoible.org/languages/fasu1242"", ""label"": null}, {""url"": ""https://wals.info/languoid/lect/wals_code_fas"", ""label"": ""Fasu""}, {""url"": ""https://www.wikidata.org/entity/Q3446687"", ""label"": null}], ""meds"": [[""60234"", ""grammar"", 1980, 102, ""Loeweke, Eunice and Jean May 1980""], [""46930"", ""grammar_sketch"", 1973, 104, ""Eunice Loeweke and Loeweke Jean May and Eunice and Jean May and Jeffrey Bailey and Cooper Samuel 1973""], [""142468"", ""grammar_sketch"", 1966, 17, ""Loeweke, Eunice and May, Jean 1966""], [""60984"", ""phonology_or_text"", 1965, 9, ""Jean May and Eunice Loeweke 1965""], [""60983"", ""phonology_or_text"", 1964, 9, ""Loeweke, Eunice and May, Jean 1964""], [""16566"", ""wordlist_or_less"", 1963, 11, ""Jean May and Eunice Loeweke 1963""]], ""ethnologue_comment"": null, ""iso_retirement"": null}"	-6.62687	language	143.284	Papunesia		Fasu	"('Kaibu [kaib1243]':1,'Namome [namo1245]':1,'Some [some1244]':1)'Fasu [fasu1242][faa]-l-':1"	226
FALSE	Spoken L1 Language	2	0	0				fun	fuln1247	"{""links"": [{""url"": ""http://endangeredlanguages.com/lang/1642"", ""label"": ""Yat\u00e9""}, {""url"": ""https://www.wikidata.org/entity/Q774441"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Fulni%C3%B4_language"", ""label"": null}, {""url"": ""https://phoible.org/languages/fuln1247"", ""label"": null}, {""url"": ""https://wals.info/languoid/lect/wals_code_ful"", ""label"": ""Fulni\u00f4""}], ""meds"": [[""122653"", ""long_grammar"", 1999, 388, ""da Costa, Januacele 1999""], [""59728"", ""grammar"", 1968, 229, ""Geraldo Lapenda 1968""], [""17131"", ""grammar_sketch"", 1935, 28, ""Pompeu Sobrinho, Thomas 1935""], [""118552"", ""wordlist_or_less"", 1929, 27, ""Mello, M\u00e1rio 1929""], [""51354"", ""wordlist_or_less"", 1927, 7, ""Branner, John C. 1927""], [""76608"", ""wordlist_or_less"", 1887, 2, ""Branner, John C. 1887""]], ""ethnologue_comment"": null, ""iso_retirement"": null}"	-9.02591	language	-37.1402	South America		FulniÃ´	"('FulniÃ´ Proper [fuln1248]':1,'YatÃª [yate1241]':1)'FulniÃ´ [fuln1247][fun]-l-':1"	329
