bookkeeping	category	child_dialect_count	child_family_count	child_language_count	description	family_pk	father_pk	hid	id	jsondata	latitude	level	longitude	macroareas	markup_description	name	newick	pk
FALSE	Spoken L1 Language	0	0	0				gbu	gaga1251	"{""links"": [{""url"": ""http://endangeredlanguages.com/lang/4195"", ""label"": ""Gagudju""}, {""url"": ""https://collection.aiatsis.gov.au/austlang/language/n50"", ""label"": ""Gaagudju""}, {""url"": ""https://en.wikipedia.org/wiki/Gaagudju_language"", ""label"": null}, {""url"": ""https://phoible.org/languages/gaga1251"", ""label"": null}, {""url"": ""https://wals.info/languoid/lect/wals_code_gaa"", ""label"": ""Gaagudju""}, {""url"": ""https://www.wikidata.org/entity/Q35677"", ""label"": null}], ""meds"": [[""88130"", ""long_grammar"", 1992, 642, ""Mark Harvey 1992""], [""61511"", ""wordlist_or_less"", 1914, 30, ""Spencer, Baldwin 1914""], [""1926"", ""wordlist_or_less"", 1908, 26, ""Eylmann, Erhard 1908""], [""574043"", ""wordlist_or_less"", 1847, 0, ""Leichhardt, L. 1847""]], ""ethnologue_comment"": null, ""iso_retirement"": null}"	-12.5176	language	132.643	Australia		Gaagudju	'Gaagudju [gaga1251][gbu]-l-':1	100
FALSE	Spoken L1 Language	0	0	0				NOCODE_Guachi	guac1239	"{""links"": [{""url"": ""https://www.wikidata.org/entity/Q5613172"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Guachi_language"", ""label"": null}], ""meds"": [[""135821"", ""wordlist_or_less"", 2004, 12, ""Viegas Barros, Jos\u00e9 Pedro 2004""], [""17586"", ""wordlist_or_less"", 1902, 6, ""Theodor Koch-Gr\u00fcnberg 1902""], [""79048"", ""wordlist_or_less"", 1867, 3, ""von Martius, Carl Friedrich Philip 1867""], [""54846"", ""wordlist_or_less"", 1862, 1, ""Latham, Robert Gordon 1862""], [""68225"", ""wordlist_or_less"", 1851, 0, ""de Castelnau, Francis 1851""]], ""ethnologue_comment"": {""isohid"": ""NOCODE_Guachi"", ""comment_type"": ""missing"", ""ethnologue_versions"": [""E16"", ""E17"", ""E18"", ""E19"", ""E20"", ""E21"", ""E22"", ""E23""], ""comment"": ""Guachi, a poorly attested extinct language of Southern Brazil of uncertain affiliation (**hh:hvw:Viegas:Guachi**), is missing from E16/E17/E18/E19/E20/E21/E22/E23 (**hh:hw:deCastelnau:Amerique:V**, **hh:hw:Martius:Brasiliens**, **hh:hew:Koch-Grunberg:Guaikuru**).""}, ""iso_retirement"": null}"	-19.5572257	language	-57.5663223	South America		Guachi	'Guachi [guac1239]-l-':1	201
FALSE	Spoken L1 Language	0	0	0				NOCODE_Guaicurian	guai1237	"{""links"": [{""url"": ""https://www.wikidata.org/entity/Q3118702"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Waikuri_language"", ""label"": null}], ""meds"": [[""307183"", ""grammar_sketch"", 1772, 192, ""Baegert, Johann Jakob 1772""]], ""ethnologue_comment"": {""isohid"": ""NOCODE_Guaicurian"", ""comment_type"": ""missing"", ""ethnologue_versions"": [""E16"", ""E17"", ""E18"", ""E19"", ""E20"", ""E21"", ""E22"", ""E23""], ""comment"": ""Waikuri, an extinct language isolate of Baja California, is missing from E16/E17/E18/E19/E20/E21/E22/E23 (**hh:es:Baegert:Californien**, **hh:hvb:Golla:California**, **hh:s:Zamponi:Waikuri**).""}, ""iso_retirement"": null}"	24.16666667	language	-110.3	North America		Guaicurian	'Guaicurian [guai1237]-l-':1	335
FALSE	Spoken L1 Language	2	0	0				NOCODE_Guamo	guam1236	"{""links"": [{""url"": ""https://www.wikidata.org/entity/Q5613495"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Guamo_language"", ""label"": null}], ""meds"": [[""56760"", ""wordlist_or_less"", 1965, 51, ""Sergio El\u00edas Ortiz 1965""], [""133218"", ""wordlist_or_less"", 1778, 12, ""An\u00f3nimo 1928 [1778]""]], ""ethnologue_comment"": {""isohid"": ""NOCODE_Guamo"", ""comment_type"": ""missing"", ""ethnologue_versions"": [""E16"", ""E17"", ""E18"", ""E19"", ""E20"", ""E21"", ""E22"", ""E23""], ""comment"": ""Guamo, an extinct language isolate attested only with the wordlist in **hh:w:Anonimo:Guama**, is missing from E16/E17/E18/E19/E20/E21/E22/E23.""}, ""iso_retirement"": null}"	8.2351027	language	-67.4018753	South America		Guamo	"('San JosÃ© Guamo [sanj1287]':1,'Santa Rosa Guamo [sant1461]':1)'Guamo [guam1236]-l-':1"	262
FALSE	Spoken L1 Language	0	0	0				gta	guat1253	"{""links"": [{""url"": ""http://endangeredlanguages.com/lang/2894"", ""label"": ""Guat\u00f3""}, {""url"": ""https://www.wikidata.org/entity/Q3027940"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Guat%C3%B3_language"", ""label"": null}, {""url"": ""https://phoible.org/languages/guat1253"", ""label"": null}, {""url"": ""https://wals.info/languoid/lect/wals_code_gto"", ""label"": ""Guat\u00f3""}], ""meds"": [[""68582"", ""grammar"", 1984, 163, ""Pal\u00e1cio, Adair Pimentel 1984""], [""164536"", ""grammar_sketch"", 1905, 234, ""Max Schmidt 1905""], [""125334"", ""wordlist_or_less"", 1891, 9, ""Daniel G. Brinton 1891""], [""41260"", ""wordlist_or_less"", 1886, 9, ""Card\u00fas, Jos\u00e9 1886""], [""79048"", ""wordlist_or_less"", 1867, 3, ""von Martius, Carl Friedrich Philip 1867""], [""54846"", ""wordlist_or_less"", 1862, 1, ""Latham, Robert Gordon 1862""], [""9059"", ""wordlist_or_less"", 1851, 0, ""de Castelnau, Francis 1851""], [""121928"", ""wordlist_or_less"", 1839, 0, ""d'Orbigny, Alcide Dessalines 1839""], [""82971"", ""wordlist_or_less"", 1813, 15, ""Johann Christoph Adelung and Johann Severin Vater 1813""]], ""ethnologue_comment"": null, ""iso_retirement"": null}"	-17.8696	language	-57.2897	South America		GuatÃ_	'GuatÃ_ [guat1253][gta]-l-':1	349
FALSE	Spoken L1 Language	0	0	0				gly	gule1241	"{""links"": [{""url"": ""https://www.wikidata.org/entity/Q3120736"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Gule_language"", ""label"": null}], ""meds"": [[""19450"", ""wordlist_or_less"", 1874, 77, ""Marno, Ernst 1874""], [""85275"", ""wordlist_or_less"", 1865, 13, ""Guillaume Lejean 1865""]], ""ethnologue_comment"": null, ""iso_retirement"": null}"	11.8336	language	33.6929	Africa		Gule	'Gule [gule1241][gly]-l-':1	398
FALSE	Spoken L1 Language	0	0	0				grx	guri1248	"{""links"": [{""url"": ""http://endangeredlanguages.com/lang/4242"", ""label"": ""Guriaso""}, {""url"": ""https://www.wikidata.org/entity/Q12631954"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Guriaso_language"", ""label"": null}], ""meds"": [[""107948"", ""grammar_sketch"", 1983, 5, ""Wietze Baron 1983""], [""11688"", ""wordlist_or_less"", 1980, 136, ""Antje Kelm and Heinz Kelm 1980""]], ""ethnologue_comment"": null, ""iso_retirement"": null}"	-3.5718	language	141.597	Papunesia		Guriaso	'Guriaso [guri1248][grx]-l-':1	273
FALSE	Spoken L1 Language	0	0	0				hts	hadz1240	"{""links"": [{""url"": ""http://crubadan.org/languages/hts"", ""label"": null}, {""url"": ""http://endangeredlanguages.com/lang/605"", ""label"": ""Hadza""}, {""url"": ""https://en.wikipedia.org/wiki/Hadza_language"", ""label"": null}, {""url"": ""https://phoible.org/languages/hadz1240"", ""label"": null}, {""url"": ""https://wals.info/languoid/lect/wals_code_had"", ""label"": ""Hadza""}, {""url"": ""https://www.wikidata.org/entity/Q33411"", ""label"": null}], ""meds"": [[""104807"", ""grammar_sketch"", 1988, 88, ""Wagner, Joachim 1988""], [""74308"", ""grammar_sketch"", 1912, 17, ""Obst, Erich 1912""], [""76053"", ""wordlist_or_less"", 1911, 23, ""Obst, Erich 1911""], [""9110"", ""wordlist_or_less"", 1894, 0, ""Baumann, Oskar 1894""]], ""ethnologue_comment"": null, ""iso_retirement"": null}"	-3.83115	language	35.0458	Africa		Hadza	'Hadza [hadz1240][hts]-l-':1	165
FALSE	Spoken L1 Language	0	0	0				xht	hatt1246	"{""links"": [{""url"": ""https://www.wikidata.org/entity/Q31107"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Hattic_language"", ""label"": null}], ""meds"": [[""113889"", ""grammar_sketch"", 1986, 206, ""Christian Girbal 1986""], [""47114"", ""grammar_sketch"", 1969, 128, ""Annelies Kammenhuber 1969""], [""37949"", ""grammar_sketch"", 1961, 103, ""I. M. Dunaevskaya 1961""]], ""ethnologue_comment"": {""isohid"": ""xht"", ""comment_type"": ""missing"", ""ethnologue_versions"": [""E16"", ""E17"", ""E18"", ""E19"", ""E20"", ""E21"", ""E22"", ""E23""], ""comment"": ""A number of ancient European and Ancient Near Eastern languages are not listed in E16/E17/E18/E19/E20/E21/E22/E23. One of them is Hattic (**hh:s:Girbal:Hattischen**, **hh:s:Kassian:Xattskij**).""}, ""iso_retirement"": null}"	33.9833	language	40.3333	Eurasia		Hattic	'Hattic [hatt1246][xht]-l-':1	384
FALSE	Spoken L1 Language	3	0	0				hru	hrus1242	"{""links"": [{""url"": ""http://endangeredlanguages.com/lang/4278"", ""label"": ""Hruso""}, {""url"": ""https://www.wikidata.org/entity/Q5923933"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Hruso_language"", ""label"": null}], ""meds"": [[""36848"", ""grammar_sketch"", 1993, 94, ""Simon, Ivan M. 1993""], [""30720"", ""wordlist_or_less"", 1964, 56, ""Johannes Schubert 1964""], [""33596"", ""wordlist_or_less"", 1896, 30, ""Anderson, James Drummond 1896""], [""145258"", ""wordlist_or_less"", 1868, 9, ""Hesselmeyer, C. H. 1868""]], ""ethnologue_comment"": null, ""iso_retirement"": null}"	27.27	language	92.63	Eurasia		Hruso	"('HushÃ_Ã± [hush1234]':1,'Levai [leva1238]':1,'Äœusso [nucl1287]':1)'Hruso [hrus1242][hru]-l-':1"	107
FALSE	Spoken L1 Language	0	0	0				xib	iber1250	"{""links"": [{""url"": ""https://www.wikidata.org/entity/Q855215"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Iberian_language"", ""label"": null}], ""meds"": [[""49979"", ""wordlist_or_less"", 1994, 134, ""Bergua Cam\u00f3n, Jes\u00fas 1994""], [""148970"", ""wordlist_or_less"", 1981, 9, ""W. Pattison 1981""], [""552674"", ""wordlist_or_less"", 1979, 27, ""Untermann, J\u00fcrgen 1979""]], ""ethnologue_comment"": {""isohid"": ""xib"", ""comment_type"": ""missing"", ""ethnologue_versions"": [""E16"", ""E17"", ""E18"", ""E19"", ""E20"", ""E21"", ""E22"", ""E23""], ""comment"": ""A number of ancient European and Ancient Near Eastern languages are not listed in E16/E17/E18/E19/E20/E21/E22/E23. One of them is Iberian (**hh:hld:Untermann:Iberischen**, **hh:ldw:Bergua:Iberica**).""}, ""iso_retirement"": null}"	40.624	language	0.212401	Eurasia		Iberian	'Iberian [iber1250][xib]-l-':1	49
FALSE	Spoken L1 Language	2	0	0				irn	iran1263	"{""links"": [{""url"": ""http://endangeredlanguages.com/lang/3271"", ""label"": ""Irantxe""}, {""url"": ""https://www.wikidata.org/entity/Q3409301"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Irantxe_language"", ""label"": null}, {""url"": ""https://phoible.org/languages/iran1263"", ""label"": null}, {""url"": ""https://wals.info/languoid/lect/wals_code_irx"", ""label"": ""Iranxe""}], ""meds"": [[""550864"", ""grammar"", 2010, 274, ""Monserrat, Ruth Maria Fonini 2010""], [""47325"", ""grammar"", 2000, 248, ""Monserrat, Ruth Maria Fonini 2000""], [""46204"", ""grammar_sketch"", 1967, 139, ""Robert E. Meader 1967""], [""39678"", ""grammar_sketch"", 1960, 59, ""Jos\u00e9 de Moura e Silva 1960""], [""97961"", ""wordlist_or_less"", 1957, 41, ""de Moura e Silva, Jos\u00e9 1957""], [""68556"", ""wordlist_or_less"", 1942, 5, ""Max Schmidt 1942""], [""138382"", ""wordlist_or_less"", 1929, 40, ""Schmidt, Max 1929""]], ""ethnologue_comment"": null, ""iso_retirement"": null}"	-12.7178	language	-57.9806	South America		IrÃ¡ntxe-MÃ_nkÃ_	"('IrÃ¡ntxe [iran1264]':1,'MÃ_nkÃ_ [munk1243]':1)'IrÃ¡ntxe-MÃ_nkÃ_ [iran1263][irn]-l-':1"	111
FALSE	Spoken L1 Language	0	0	0				ito	iton1250	"{""links"": [{""url"": ""http://endangeredlanguages.com/lang/2914"", ""label"": ""Itonama""}, {""url"": ""https://www.wikidata.org/entity/Q950585"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Itonama_language"", ""label"": null}, {""url"": ""https://phoible.org/languages/iton1250"", ""label"": null}, {""url"": ""https://wals.info/languoid/lect/wals_code_ito"", ""label"": ""Itonama""}], ""meds"": [[""27612"", ""grammar_sketch"", 1965, 161, ""Camp, Elizabeth L. and Liccardi, Millicent R. 1965""], [""92340"", ""grammar_sketch"", 1916, 54, ""de Cr\u00e9qui-Montfort, Georges and Paul Rivet 1916, 1918""], [""26219"", ""phonology_or_text"", 1870, 6, ""Marietti, Petro 1870""], [""13948"", ""phonology_or_text"", 1787, 3, ""Lorenzo Hervas 1787""]], ""ethnologue_comment"": null, ""iso_retirement"": null}"	-12.80431	language	-64.35748	South America		Itonama	'Itonama [iton1250][ito]-l-':1	80
FALSE	Spoken L1 Language	0	0	0				cet	cent2045	"{""links"": [{""url"": ""http://endangeredlanguages.com/lang/4161"", ""label"": ""Cent\u00fa\u00fam""}, {""url"": ""https://www.wikidata.org/entity/Q33608"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Jalaa_language"", ""label"": null}], ""meds"": [[""162253"", ""wordlist_or_less"", 2001, 33, ""Kleinewillingh\u00f6fer, Ulrich 2001""], [""162882"", ""wordlist_or_less"", 1992, 36, ""Crozier, D. H. and Blench, Roger M. 1992""]], ""ethnologue_comment"": null, ""iso_retirement"": null}"	9.59433	language	11.5853	Africa		Jalaa	'Jalaa [cent2045][cet]-l-':1	424
FALSE	Spoken L1 Language	3	0	0				NOCODE_Jirajaran	jira1235	"{""links"": [{""url"": ""https://www.wikidata.org/entity/Q6202966"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Jirajara_language"", ""label"": null}], ""meds"": [[""74536"", ""phonology_or_text"", 1991, 3, ""Constenla Uma\u00f1a, Adolfo 1991""], [""156555"", ""wordlist_or_less"", 1916, 68, ""Luis Oramas 1916""]], ""ethnologue_comment"": {""isohid"": ""NOCODE_Jirajaran"", ""comment_type"": ""missing"", ""ethnologue_versions"": [""E16"", ""E17"", ""E18"", ""E19"", ""E20"", ""E21"", ""E22"", ""E23""], ""comment"": ""A number of extinct lects subsumed under the name Jirajaran constitute an isolated language which is missing from E16/E17/E18/E19/E20/E21/E22/E23 (**hh:hw:Jahn:Venezuela**, **hh:w:Oramas:Jirajara**, **hh:w:Querales:Ayaman**).""}, ""iso_retirement"": null}"	10.57	language	-69.7	South America		Jirajaran	"('AyomÃ¡n [ayom1234]':1,'GayÃ_n [gayo1245]':1,'Jirajara [jira1249]':1)'Jirajaran [jira1235]-l-':1"	163
FALSE	Spoken L1 Language	0	0	0				tbd	kaki1249	"{""links"": [{""url"": ""http://endangeredlanguages.com/lang/2220"", ""label"": ""Kaki Ae""}, {""url"": ""https://www.wikidata.org/entity/Q6349417"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Kaki_Ae_language"", ""label"": null}, {""url"": ""https://wals.info/languoid/lect/wals_code_kae"", ""label"": ""Kaki Ae""}], ""meds"": [[""142846"", ""grammar_sketch"", 1997, 64, ""John M. Clifton 1997""], [""55834"", ""grammar_sketch"", 1995, 48, ""John M. Clifton 1995""], [""147671"", ""wordlist_or_less"", 1911, 4, ""Marsh W. Strong 1911""]], ""ethnologue_comment"": null, ""iso_retirement"": null}"	-7.9946	language	145.816	Papunesia		Kaki Ae	'Kaki Ae [kaki1249][tbd]-l-':1	350
FALSE	Spoken L1 Language	0	0	0				kxo	kano1245	"{""links"": [{""url"": ""http://endangeredlanguages.com/lang/3113"", ""label"": ""Kapixan\u00e1""}, {""url"": ""https://www.wikidata.org/entity/Q4356223"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Kano%C3%AA_language"", ""label"": null}, {""url"": ""https://phoible.org/languages/kano1245"", ""label"": null}, {""url"": ""https://wals.info/languoid/lect/wals_code_kno"", ""label"": ""Kano\u00ea""}], ""meds"": [[""79185"", ""long_grammar"", 2004, 326, ""La\u00e9rcio Nora Bacelar 2004""], [""43947"", ""phonology_or_text"", 1992, 126, ""Bacelar, La\u00e9rcio Nora 1992""], [""19178"", ""wordlist_or_less"", 1955, 5, ""Etta Becker-Donner 1955""], [""113896"", ""wordlist_or_less"", 1943, 0, ""Zack, Estanislau [Stanislav Zach] 1943""]], ""ethnologue_comment"": null, ""iso_retirement"": null}"	-12.1789	language	-64.5812	South America		KanoÃª	'KanoÃª [kano1245][kxo]-l-':1	124
FALSE	Spoken L1 Language	0	0	0				khp	kapo1250	"{""links"": [{""url"": ""http://endangeredlanguages.com/lang/1890"", ""label"": ""Kapori""}, {""url"": ""https://www.wikidata.org/entity/Q3502575"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Kapori_language"", ""label"": null}], ""meds"": [[""126692"", ""wordlist_or_less"", 1975, 1, ""C. L. Voorhoeve 1975""]], ""ethnologue_comment"": null, ""iso_retirement"": null}"	-3.52696	language	139.766	Papunesia		Kapori	'Kapori [kapo1250][khp]-l-':1	395
FALSE	Spoken L1 Language	0	0	0				xar	kara1497	"{""links"": [{""url"": ""https://www.wikidata.org/entity/Q11732281"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Karami_language"", ""label"": null}], ""meds"": [[""81764"", ""wordlist_or_less"", 1923, 1, ""Sidney H. Ray 1923""], [""109402"", ""wordlist_or_less"", 1917, 1, ""L. A. Flint 1917-1918""]], ""ethnologue_comment"": null, ""iso_retirement"": null}"	-7.13333	language	143.117	Papunesia		Karami	'Karami [kara1497][xar]-l-':1	215
FALSE	Spoken L1 Language	0	0	0				zkk	kara1289	"{""links"": [{""url"": ""https://www.wikidata.org/entity/Q3192947"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Karankawa_language"", ""label"": null}, {""url"": ""https://wals.info/languoid/lect/wals_code_kkw"", ""label"": ""Karankawa""}], ""meds"": [[""97866"", ""grammar_sketch"", 1994, 56, ""Anthony P. Grant 1994""], [""75117"", ""grammar_sketch"", 1991, 0, ""Anthony P. Grant 1991""], [""307940"", ""wordlist_or_less"", 1891, 61, ""Albert S. Gatschet 1891""], [""124058"", ""wordlist_or_less"", 1828, 0, ""Berlandier, Jean Louis and Rafael Chowell 1828-1829""]], ""ethnologue_comment"": {""isohid"": ""zkk"", ""comment_type"": ""missing"", ""ethnologue_versions"": [""E16"", ""E17"", ""E18"", ""E19"", ""E20"", ""E21"", ""E22"", ""E23""], ""comment"": ""Karankawa, an extinct language isolate of the coast of Texas, is missing from E16/E17/E18/E19/E20/E21/E22/E23 (**hh:s:Grant:Karankawa**, **hh:w:BerlandierChowell:STexas**).""}, ""iso_retirement"": null}"	28.9082	language	-96.4856	North America		Karankawa	'Karankawa [kara1289][zkk]-l-':1	373
FALSE	Spoken L1 Language	4	0	0				NOCODE_Kipea	kari1254	"{""links"": [{""url"": ""https://www.wikidata.org/entity/Q3446132"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Kariri_languages"", ""label"": null}], ""meds"": [[""300502"", ""long_grammar"", 2012, 427, ""de Queiroz, Jos\u00e9 M\u00e1rcio Correia 2012""], [""91945"", ""grammar_sketch"", 1965, 116, ""de Azevedo, Gilda Maria Corr\u00eaa 1965""], [""126754"", ""grammar_sketch"", 1699, 83, ""Mamiani, Luis Vincencio 1877 [1699]""], [""65550"", ""phonology_or_text"", 1698, 0, ""Mamiani, Luis Vincencio 1698""]], ""ethnologue_comment"": null, ""iso_retirement"": null}"	-7.434628	language	-40.487275	South America		Kariri	"('Dzubukua [dzub1241]':1,'KamurÃº [kamu1237]':1,'Kipea [kipe1235]':1,'SabujÃ¡ [sabu1246]':1)'Kariri [kari1254]-l-':1"	294
FALSE	Spoken L1 Language	0	0	0				kyh	karo1304	"{""links"": [{""url"": ""http://crubadan.org/languages/kyh"", ""label"": null}, {""url"": ""http://endangeredlanguages.com/lang/2297"", ""label"": ""Karuk""}, {""url"": ""https://en.wikipedia.org/wiki/Karuk_language"", ""label"": null}, {""url"": ""https://phoible.org/languages/karo1304"", ""label"": null}, {""url"": ""https://wals.info/languoid/lect/wals_code_krk"", ""label"": ""Karok""}, {""url"": ""https://www.wikidata.org/entity/Q1288440"", ""label"": null}], ""meds"": [[""65973"", ""long_grammar"", 1957, 468, ""William Bright 1957""], [""20972"", ""grammar"", 1955, 276, ""William O. Bright 1955""], [""38887"", ""wordlist_or_less"", 1877, 1, ""J. W. Powell 1877""]], ""ethnologue_comment"": null, ""iso_retirement"": null}"	41.8228	language	-123.315	North America		Karok	'Karok [karo1304][kyh]-l-':1	123
FALSE	Spoken L1 Language	0	0	0				khh	kehu1238	"{""links"": [{""url"": ""http://endangeredlanguages.com/lang/4386"", ""label"": ""Kehu""}, {""url"": ""https://www.wikidata.org/entity/Q10994953"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Keuw_language"", ""label"": null}], ""meds"": [[""310351"", ""wordlist_or_less"", 2012, 13, ""David Kamholz 2012""], [""162780"", ""wordlist_or_less"", 1998, 0, ""Mike Moxness 1998""]], ""ethnologue_comment"": null, ""iso_retirement"": null}"	-3.19328	language	136.14	Papunesia		Kehu	'Kehu [kehu1238][khh]-l-':1	27
FALSE	Spoken L1 Language	0	0	0				xbn	kena1236	"{""links"": [{""url"": ""https://www.wikidata.org/entity/Q6388752"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Kenaboi_language"", ""label"": null}], ""meds"": [[""86940"", ""wordlist_or_less"", 1998, 13, ""John Hajek 1998""], [""160516"", ""wordlist_or_less"", 1906, 7, ""W. W. Skeat and C. O. Blagden 1906""]], ""ethnologue_comment"": {""isohid"": ""xbn"", ""comment_type"": ""missing"", ""ethnologue_versions"": [""E16"", ""E17"", ""E18"", ""E19"", ""E20"", ""E21"", ""E22"", ""E23""], ""comment"": ""Kenaboi, an extinct but attested enigmatic language of the Malay peninsula, is missing\n(**hh:w:Benjamin:Kenaboi**, **hh:vw:Hajek:Kenaboi:1996**, **hh:w:Hajek:Kenaboi**, **hh:hvw:SkeatBlagden:Malay**).""}, ""iso_retirement"": null}"	3.154162	language	102.01596	Eurasia		Kenaboi	'Kenaboi [kena1236][xbn]-l-':1	56
FALSE	Spoken L1 Language	2	0	0				prm	kibi1239	"{""links"": [{""url"": ""http://endangeredlanguages.com/lang/10741"", ""label"": ""Kibiri-Porome ""}, {""url"": ""https://www.wikidata.org/entity/Q56745"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Porome_language"", ""label"": null}], ""meds"": [[""576018"", ""phonology_or_text"", 2019, 30, ""Robert Petterson 2019""], [""35570"", ""wordlist_or_less"", 2010, 28, ""Robert Petterson 2010""], [""142333"", ""wordlist_or_less"", 1975, 1, ""John Z'graggen 1975""], [""77107"", ""wordlist_or_less"", 1973, 1, ""Karl J. Franklin 1973""], [""136434"", ""wordlist_or_less"", 1968, 2, ""Franklin, Karl J. 1968""], [""48912"", ""wordlist_or_less"", 1963, 288, ""Butcher, Ben 1963""]], ""ethnologue_comment"": null, ""iso_retirement"": null}"	-7.45276	language	144.296	Papunesia		Kibiri	"('Aird Hills [aird1238]':1,'Porome [poro1255]':1)'Kibiri [kibi1239][prm]-l-':1"	307
FALSE	Spoken L1 Language	0	0	0				sbt	kimk1238	"{""links"": [{""url"": ""http://endangeredlanguages.com/lang/5147"", ""label"": ""Kimki""}, {""url"": ""https://www.wikidata.org/entity/Q6410160"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Kimki_language"", ""label"": null}], ""meds"": [[""45210"", ""wordlist_or_less"", 2004, 0, ""Benny Rumaropen 2004""], [""304036"", ""wordlist_or_less"", 1980, 0, ""Paul Whitehouse no date [1980]""], [""148746"", ""wordlist_or_less"", 1915, 5, ""J. W. Langeler 1915""]], ""ethnologue_comment"": null, ""iso_retirement"": null}"	-4.2742	language	140.884	Papunesia		Kimki	'Kimki [kimk1238][sbt]-l-':1	17
FALSE	Spoken L1 Language	0	0	0				kla	klam1254	"{""links"": [{""url"": ""http://endangeredlanguages.com/lang/2291"", ""label"": ""Klamath-Modoc""}, {""url"": ""https://www.wikidata.org/entity/Q2669248"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Klamath_language"", ""label"": null}, {""url"": ""https://phoible.org/languages/klam1254"", ""label"": null}, {""url"": ""https://wals.info/languoid/lect/wals_code_klm"", ""label"": ""Klamath""}], ""meds"": [[""90488"", ""long_grammar"", 1960, 523, ""Barker, Phillip 1960""], [""160439"", ""grammar"", 1890, 267, ""Albert S. Gatschet 1890""], [""130432"", ""wordlist_or_less"", 1846, 13, ""Horatio Hale 1846""]], ""ethnologue_comment"": null, ""iso_retirement"": null}"	42.5861	language	-121.704	North America		Klamath-Modoc	'Klamath-Modoc [klam1254][kla]-l-':1	245
FALSE	Spoken L1 Language	2	0	0				kol	kolp1236	"{""links"": [{""url"": ""http://endangeredlanguages.com/lang/10809"", ""label"": ""Kol""}, {""url"": ""https://www.wikidata.org/entity/Q4227542"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Kol_language_(Papua_New_Guinea)"", ""label"": null}], ""meds"": [[""310537"", ""wordlist_or_less"", 1956, 0, ""George W. Grace 1956""]], ""ethnologue_comment"": null, ""iso_retirement"": null}"	-5.21042	language	151.583	Papunesia		Kol (Papua New Guinea)	"('Kol [koll1254]':1,'Sui {Papua New Guinea} [suii1244]':1)'Kol {Papua New Guinea} [kolp1236][kol]-l-':1"	289
FALSE	Spoken L1 Language	0	0	0				vkj	kuja1239	"{""links"": [{""url"": ""http://endangeredlanguages.com/lang/575"", ""label"": ""Kujarge""}, {""url"": ""https://www.wikidata.org/entity/Q33448"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Kujarg%C3%A9_language"", ""label"": null}], ""meds"": [[""569140"", ""wordlist_or_less"", 2015, 13, ""V\u00e1clav Bla\u017eek 2015""], [""325417"", ""wordlist_or_less"", 2012, 9, ""Zuzana Mal\u00e1\u0161kov\u00e1 and V\u00e1clav Bla\u017eek 2012""], [""108404"", ""wordlist_or_less"", 1981, 7, ""Doornbos, Paul 1981""]], ""ethnologue_comment"": null, ""iso_retirement"": null}"	11.7473	language	22.1956	Africa		Kujarge	'Kujarge [kuja1239][vkj]-l-':1	136
